persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,random_seed,model,rating_homosexuality,rating_abortion,rating_divorce,rating_suicide,rating_euthanasia,rating_prostitution,rating_death_penalty
18,South Korea,25,2,1,4,3,2,2,"1. homosexuality: 6
2. abortion: 5
3. divorce: 4
4. suicide: 2
5. euthanasia: 3
6. prostitution: 5
7. death_penalty: 3",0.3,42,gemini-2.5-flash,6,5,4,2,3,5,3
19,South Korea,68,1,2,2,4,4,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 5
4. suicide: 2
5. euthanasia: 3
6. prostitution: 5
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,2,5,2,3,5,7
20,South Korea,49,1,1,3,2,1,3,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 2
5. euthanasia: 6
6. prostitution: 3
7. death_penalty: 1",0.3,42,gemini-2.5-flash,7,6,8,2,6,3,1
21,South Korea,56,1,3,5,10,4,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 2
5. euthanasia: 4
6. prostitution: 7
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,3,6,2,4,7,9
22,South Korea,73,2,3,5,1,2,2,"1. homosexuality: 6
2. abortion: 7
3. divorce: 8
4. suicide: 4
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,6,7,8,4,7,8,2
23,South Korea,48,1,6,3,8,4,2,"1. homosexuality: 3
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,3,3,6,1,2,4,8
24,South Korea,47,2,2,3,9,3,3,"1. homosexuality: 2
2. abortion: 1
3. divorce: 3
4. suicide: 2
5. euthanasia: 1
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,2,1,3,2,1,1,8
25,South Korea,31,2,1,1,10,2,1,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 6
6. prostitution: 6
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,7,8,3,6,6,9
26,South Korea,75,2,5,2,1,2,1,"1. homosexuality: 4
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 3
7. death_penalty: 3",0.3,42,gemini-2.5-flash,4,2,7,1,2,3,3
27,South Korea,76,2,6,5,2,1,3,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 4
5. euthanasia: 7
6. prostitution: 7
7. death_penalty: 2",0.3,42,gemini-2.5-flash,8,7,9,4,7,7,2
28,South Korea,52,2,6,2,7,4,3,"1. homosexuality: 9
2. abortion: 7
3. divorce: 9
4. suicide: 5
5. euthanasia: 7
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,9,7,9,5,7,4,8
29,South Korea,38,1,1,1,9,2,3,"1. homosexuality: 8
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 2
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,3,4,1,2,2,9
30,South Korea,80,2,3,2,9,3,2,"1. homosexuality: 3
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. prostitution: 5
7. death_penalty: 8",0.3,42,gemini-2.5-flash,3,2,3,1,1,5,8
31,South Korea,83,1,3,1,7,4,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 10
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,7,9,6,8,10,9
32,South Korea,58,1,7,2,7,1,1,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 4
5. euthanasia: 7
6. prostitution: 10
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,7,8,4,7,10,9
33,South Korea,58,2,1,2,7,2,2,"1. homosexuality: 5
2. abortion: 4
3. divorce: 5
4. suicide: 2
5. euthanasia: 3
6. prostitution: 3
7. death_penalty: 8",0.3,42,gemini-2.5-flash,5,4,5,2,3,3,8
34,South Korea,41,2,4,3,5,2,3,"1. homosexuality: 1
2. abortion: 6
3. divorce: 7
4. suicide: 3
5. euthanasia: 6
6. prostitution: 8
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,6,7,3,6,8,7
35,South Korea,31,2,1,1,5,2,3,"1. homosexuality: 6
2. abortion: 3
3. divorce: 8
4. suicide: 1
5. euthanasia: 5
6. prostitution: 1
7. death_penalty: 6",0.3,42,gemini-2.5-flash,6,3,8,1,5,1,6
36,South Korea,34,2,7,3,2,1,1,"1. homosexuality: 2
2. abortion: 1
3. divorce: 5
4. suicide: 1
5. euthanasia: 1
6. prostitution: 2
7. death_penalty: 3",0.3,42,gemini-2.5-flash,2,1,5,1,1,2,3
37,South Korea,33,2,3,1,4,4,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,3,2,4,1,2,1,3
38,South Korea,76,2,6,4,1,4,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 6
6. prostitution: 5
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,8,9,2,6,5,1
39,South Korea,33,1,5,2,5,2,3,"1. homosexuality: 1
2. abortion: 4
3. divorce: 5
4. suicide: 2
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,4,5,2,7,8,7
40,South Korea,34,1,3,5,1,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 2
6. prostitution: 7
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,3,4,2,2,7,7
41,South Korea,72,2,3,5,8,1,2,"1. homosexuality: 7
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 5
6. prostitution: 6
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,7,8,2,5,6,8
42,South Korea,58,1,1,4,6,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 7
4. suicide: 2
5. euthanasia: 3
6. prostitution: 4
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,3,7,2,3,4,9
43,South Korea,79,1,5,5,3,3,1,"1. homosexuality: 2
2. abortion: 3
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 4",0.3,42,gemini-2.5-flash,2,3,7,1,2,1,4
44,South Korea,66,1,5,2,7,4,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,2,3,1,2,4,8
45,South Korea,85,2,2,3,2,4,3,"1. homosexuality: 7
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. prostitution: 7
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,9,9,7,9,7,2
46,South Korea,20,2,6,1,6,4,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 10
4. suicide: 4
5. euthanasia: 7
6. prostitution: 6
7. death_penalty: 7",0.3,42,gemini-2.5-flash,9,8,10,4,7,6,7
47,South Korea,27,1,3,2,10,2,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 9
4. suicide: 1
5. euthanasia: 2
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,3,2,9,1,2,8,9
48,South Korea,37,2,1,4,4,1,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 6
6. prostitution: 9
7. death_penalty: 3",0.3,42,gemini-2.5-flash,8,7,7,2,6,9,3
49,South Korea,25,1,5,4,2,4,3,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 4
5. euthanasia: 7
6. prostitution: 5
7. death_penalty: 2",0.3,42,gemini-2.5-flash,8,7,9,4,7,5,2
50,South Korea,50,2,1,4,4,2,3,"1. homosexuality: 4
2. abortion: 2
3. divorce: 9
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 4",0.3,42,gemini-2.5-flash,4,2,9,1,2,1,4
51,South Korea,46,1,7,3,5,2,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 7
4. suicide: 3
5. euthanasia: 6
6. prostitution: 9
7. death_penalty: 4",0.3,42,gemini-2.5-flash,8,7,7,3,6,9,4
52,South Korea,57,1,5,4,2,1,3,"1. homosexuality: 3
2. abortion: 2
3. divorce: 4
4. suicide: 2
5. euthanasia: 4
6. prostitution: 4
7. death_penalty: 2",0.3,42,gemini-2.5-flash,3,2,4,2,4,4,2
53,South Korea,83,2,3,5,5,2,3,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 3
5. euthanasia: 6
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,7,6,8,3,6,1,7
54,South Korea,75,2,5,1,1,2,1,"1. homosexuality: 1
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 1",0.3,42,gemini-2.5-flash,1,7,9,3,7,9,1
55,South Korea,55,1,6,5,10,3,2,"1. homosexuality: 2
2. abortion: 1
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,2,1,3,1,2,1,9
56,South Korea,63,1,6,1,1,2,3,"1. homosexuality: 3
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. prostitution: 5
7. death_penalty: 2",0.3,42,gemini-2.5-flash,3,8,9,3,7,5,2
57,South Korea,24,2,6,4,5,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 8
4. suicide: 2
5. euthanasia: 4
6. prostitution: 4
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,3,8,2,4,4,7
58,South Korea,39,2,5,1,7,2,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 8
4. suicide: 1
5. euthanasia: 1
6. prostitution: 3
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,2,8,1,1,3,9
59,South Korea,75,1,3,1,2,3,1,"1. homosexuality: 7
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 6
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,7,8,2,6,3,2
60,South Korea,40,2,6,3,10,1,1,"1. homosexuality: 9
2. abortion: 6
3. divorce: 10
4. suicide: 2
5. euthanasia: 3
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,6,10,2,3,8,9
61,South Korea,29,1,7,3,6,2,1,"1. homosexuality: 5
2. abortion: 2
3. divorce: 8
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,5,2,8,1,2,1,7
62,South Korea,28,2,5,5,1,1,3,"1. homosexuality: 1
2. abortion: 7
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. prostitution: 9
7. death_penalty: 1",0.3,42,gemini-2.5-flash,1,7,10,3,8,9,1
63,South Korea,79,2,1,4,2,3,3,"1. homosexuality: 7
2. abortion: 7
3. divorce: 7
4. suicide: 3
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,7,7,3,7,8,2
64,South Korea,36,1,7,3,6,3,2,"1. homosexuality: 7
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 4
6. prostitution: 9
7. death_penalty: 7",0.3,42,gemini-2.5-flash,7,3,5,1,4,9,7
65,South Korea,81,2,7,3,10,2,1,"1. homosexuality: 7
2. abortion: 3
3. divorce: 9
4. suicide: 2
5. euthanasia: 4
6. prostitution: 4
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,3,9,2,4,4,9
66,South Korea,30,1,2,1,10,2,2,"1. homosexuality: 6
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 7
7. death_penalty: 9",0.3,42,gemini-2.5-flash,6,3,4,1,2,7,9
67,South Korea,56,2,5,1,2,2,1,"1. homosexuality: 9
2. abortion: 3
3. divorce: 10
4. suicide: 2
5. euthanasia: 7
6. prostitution: 10
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,3,10,2,7,10,2
68,South Korea,58,2,4,2,4,2,3,"1. homosexuality: 9
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,9,9,6,8,8,2
69,South Korea,46,2,6,3,4,2,3,"1. homosexuality: 1
2. abortion: 5
3. divorce: 7
4. suicide: 2
5. euthanasia: 6
6. prostitution: 7
7. death_penalty: 6",0.3,42,gemini-2.5-flash,1,5,7,2,6,7,6
70,South Korea,35,2,2,3,4,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 7
5. euthanasia: 9
6. prostitution: 9
7. death_penalty: 2",0.3,42,gemini-2.5-flash,10,9,8,7,9,9,2
71,South Korea,71,1,7,1,2,4,1,"1. homosexuality: 4
2. abortion: 3
3. divorce: 7
4. suicide: 2
5. euthanasia: 3
6. prostitution: 2
7. death_penalty: 3",0.3,42,gemini-2.5-flash,4,3,7,2,3,2,3
72,South Korea,50,2,7,4,5,2,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 7
4. suicide: 2
5. euthanasia: 4
6. prostitution: 6
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,3,7,2,4,6,8
73,South Korea,51,1,2,3,8,2,3,"1. homosexuality: 7
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,7,9,3,7,8,9
74,South Korea,28,1,1,5,9,2,3,"1. homosexuality: 8
2. abortion: 2
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 3
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,2,6,1,2,3,9
75,South Korea,77,1,6,4,8,1,1,"1. homosexuality: 4
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. prostitution: 5
7. death_penalty: 8",0.3,42,gemini-2.5-flash,4,3,5,1,2,5,8
76,South Korea,35,1,2,1,10,2,2,"1. homosexuality: 1
2. abortion: 1
3. divorce: 2
4. suicide: 1
5. euthanasia: 1
6. prostitution: 7
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,1,2,1,1,7,9
77,South Korea,26,1,2,5,7,3,1,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 2
5. euthanasia: 4
6. prostitution: 3
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,7,9,2,4,3,8
78,South Korea,40,1,6,4,9,4,2,"1. homosexuality: 8
2. abortion: 4
3. divorce: 9
4. suicide: 2
5. euthanasia: 5
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,4,9,2,5,1,8
79,South Korea,67,1,1,3,2,4,2,"1. homosexuality: 10
2. abortion: 7
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. prostitution: 3
7. death_penalty: 1",0.3,42,gemini-2.5-flash,10,7,10,3,8,3,1
80,South Korea,68,1,6,4,9,3,3,"1. homosexuality: 4
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 3
7. death_penalty: 9",0.3,42,gemini-2.5-flash,4,2,4,1,2,3,9
81,South Korea,37,2,6,4,2,2,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. prostitution: 1
7. death_penalty: 2",0.3,42,gemini-2.5-flash,10,9,9,3,8,1,2
82,South Korea,35,2,4,5,3,1,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. prostitution: 7
7. death_penalty: 2",0.3,42,gemini-2.5-flash,10,9,9,7,9,7,2
83,South Korea,48,1,1,2,7,4,1,"1. homosexuality: 8
2. abortion: 3
3. divorce: 8
4. suicide: 2
5. euthanasia: 4
6. prostitution: 7
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,3,8,2,4,7,8
84,South Korea,47,1,1,1,7,4,3,"1. homosexuality: 1
2. abortion: 4
3. divorce: 5
4. suicide: 2
5. euthanasia: 3
6. prostitution: 5
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,4,5,2,3,5,8
85,South Korea,24,2,5,3,2,4,1,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,8,7,9,6,8,3,2
86,South Korea,37,2,4,1,5,1,3,"1. homosexuality: 6
2. abortion: 7
3. divorce: 9
4. suicide: 2
5. euthanasia: 5
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,6,7,9,2,5,1,7
87,South Korea,49,1,3,3,5,3,3,"1. homosexuality: 2
2. abortion: 5
3. divorce: 9
4. suicide: 3
5. euthanasia: 4
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,2,5,9,3,4,1,8
88,South Korea,66,2,5,2,10,3,2,"1. homosexuality: 4
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,4,2,7,1,2,1,9
89,South Korea,77,1,7,4,7,4,3,"1. homosexuality: 8
2. abortion: 8
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. prostitution: 8
7. death_penalty: 7",0.3,42,gemini-2.5-flash,8,8,9,7,9,8,7
90,South Korea,28,2,1,4,3,3,2,"1. homosexuality: 9
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. prostitution: 10
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,9,10,7,9,10,1
91,South Korea,31,2,2,2,2,4,1,"1. homosexuality: 10
2. abortion: 3
3. divorce: 3
4. suicide: 2
5. euthanasia: 7
6. prostitution: 5
7. death_penalty: 2",0.3,42,gemini-2.5-flash,10,3,3,2,7,5,2
92,South Korea,38,1,2,4,9,1,3,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 7
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,7,8,2,7,1,9
93,South Korea,43,2,3,1,9,1,1,"1. homosexuality: 7
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,3,6,1,2,1,8
94,South Korea,67,1,5,2,7,4,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,8,9,6,8,8,9
95,South Korea,28,1,5,5,8,1,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 5
4. suicide: 1
5. euthanasia: 1
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,2,5,1,1,1,9
96,South Korea,74,1,5,4,5,3,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 6",0.3,42,gemini-2.5-flash,8,7,9,3,7,9,6
97,South Korea,70,1,2,2,8,4,2,"1. homosexuality: 7
2. abortion: 5
3. divorce: 8
4. suicide: 4
5. euthanasia: 6
6. prostitution: 9
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,5,8,4,6,9,8
98,South Korea,76,1,2,3,3,3,3,"1. homosexuality: 2
2. abortion: 1
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,2,1,3,1,2,1,3
99,South Korea,72,1,7,3,8,4,2,"1. homosexuality: 8
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 6
6. prostitution: 2
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,3,4,2,6,2,9
