persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,model,rating_abortion,rating_death_penalty,rating_divorce,rating_euthanasia,rating_homosexuality,rating_prostitution,rating_suicide
16,South Korea,38,1,2,3,4,3,2,"1. homosexuality: 2
2. abortion: 6
3. divorce: 7
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 2
7. capital_punishment: 6",0.3,gemini-2.5-flash,6,6,7,4,2,2,1
17,South Korea,23,2,2,2,4,3,2,"1. homosexuality: 1
2. abortion: 7
3. divorce: 8
4. suicide: 1
5. euthanasia: 6
6. paid_sexual_services: 2
7. capital_punishment: 3",0.3,gemini-2.5-flash,7,3,8,6,1,2,1
18,South Korea,75,1,3,3,7,3,3,"1. homosexuality: 8
2. abortion: 4
3. divorce: 5
4. suicide: 2
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,5,4,8,1,2
19,South Korea,89,2,2,3,6,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,2,1,1,1
20,South Korea,21,2,3,3,4,4,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 7
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 3
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,7,8,9,3,2
21,South Korea,18,1,2,3,4,4,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 4",0.3,gemini-2.5-flash,2,4,3,2,1,1,1
22,South Korea,23,1,3,5,6,3,2,"1. homosexuality: 1
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,6,5,1,1,2
23,South Korea,34,2,3,2,5,2,3,"1. homosexuality: 3
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 6",0.3,gemini-2.5-flash,7,6,8,8,3,2,2
24,South Korea,60,1,1,5,7,2,3,"1. homosexuality: 2
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,2,8,3,2,2,1,1
25,South Korea,87,1,3,2,7,3,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,3,2,1,1,1
26,South Korea,36,2,1,3,8,2,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,5,2,1,1,1
27,South Korea,82,1,3,2,7,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,5,7,1,1,2
28,South Korea,67,1,2,3,3,3,2,"1. homosexuality: 1
2. abortion: 4
3. divorce: 7
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 2
7. capital_punishment: 4",0.3,gemini-2.5-flash,4,4,7,5,1,2,2
29,South Korea,39,1,3,3,7,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 4
6. paid_sexual_services: 2
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,4,1,2,2
30,South Korea,87,1,3,3,5,2,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 6
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,6,1,1,1
31,South Korea,48,2,1,5,3,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 4",0.3,gemini-2.5-flash,3,4,6,5,1,1,1
32,South Korea,35,2,3,3,5,2,2,"1. homosexuality: 2
2. abortion: 4
3. divorce: 7
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 6",0.3,gemini-2.5-flash,4,6,7,4,2,1,1
33,South Korea,58,2,1,5,8,3,1,"1. homosexuality: 1
2. abortion: 1
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,1,9,3,1,1,1,1
34,South Korea,18,2,1,3,8,2,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,4,3,1,1,2
35,South Korea,49,2,2,3,7,3,2,"1. homosexuality: 2
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,2,8,4,2,2,1,1
36,South Korea,84,2,1,3,6,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 3
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,4,2,1,3,1
37,South Korea,39,1,3,3,6,3,3,"1. homosexuality: 2
2. abortion: 5
3. divorce: 8
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,5,8,8,7,2,1,1
38,South Korea,52,1,3,4,6,3,3,"1. homosexuality: 2
2. abortion: 7
3. divorce: 8
4. suicide: 1
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,7,7,8,8,2,1,1
39,South Korea,34,1,3,3,5,4,3,"1. homosexuality: 2
2. abortion: 4
3. divorce: 5
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,5,3,2,1,1
40,South Korea,90,1,3,2,3,4,3,"1. homosexuality: 9
2. abortion: 9
3. divorce: 8
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 2
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,8,9,9,2,4
41,South Korea,86,1,1,3,8,3,1,"1. homosexuality: 2
2. abortion: 4
3. divorce: 5
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 6
7. capital_punishment: 9",0.3,gemini-2.5-flash,4,9,5,3,2,6,1
42,South Korea,84,2,2,3,2,4,2,"1. homosexuality: 2
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 4
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,7,2,4,2
43,South Korea,41,2,3,2,4,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,3,3,5,2,1,1,1
44,South Korea,36,2,3,3,3,2,1,"1. homosexuality: 9
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,2,3,4,2,9,1,1
45,South Korea,70,2,3,3,5,3,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,2,8,3,2,1,1,1
46,South Korea,26,2,2,3,7,2,3,"1. homosexuality: 3
2. abortion: 4
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,5,2,3,1,1
47,South Korea,89,1,2,3,7,4,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 2
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,4,3,1,2,1
48,South Korea,25,2,1,3,8,2,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,3,2,1,1,1
49,South Korea,56,2,3,2,7,4,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,4,2,1,1,1
50,South Korea,88,2,3,3,4,3,2,"1. homosexuality: 1
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 2
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,6,3,1,2,2
51,South Korea,60,2,2,5,5,2,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,6,4,1,1,1
52,South Korea,45,1,3,3,9,3,1,"1. homosexuality: 6
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,4,2,6,1,1
53,South Korea,84,2,3,2,6,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,5,2,1,1,1
54,South Korea,39,1,3,3,5,2,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,7,7,8,6,8,1,2
55,South Korea,63,1,2,3,5,3,3,"1. homosexuality: 7
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 2
7. capital_punishment: 7",0.3,gemini-2.5-flash,7,7,8,9,7,2,2
56,South Korea,86,2,3,3,5,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,2,1,1,1
57,South Korea,27,1,2,3,3,2,3,"1. homosexuality: 1
2. abortion: 6
3. divorce: 8
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,6,3,8,7,1,1,1
58,South Korea,21,2,2,3,3,3,2,"1. homosexuality: 2
2. abortion: 6
3. divorce: 4
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 3
7. capital_punishment: 2",0.3,gemini-2.5-flash,6,2,4,4,2,3,1
59,South Korea,45,1,3,3,5,1,1,"1. homosexuality: 7
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 3
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,6,5,7,3,2
60,South Korea,52,2,3,5,8,3,2,"1. homosexuality: 3
2. abortion: 5
3. divorce: 4
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,5,9,4,3,3,1,1
61,South Korea,19,1,3,3,5,3,3,"1. homosexuality: 3
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 4
7. capital_punishment: 6",0.3,gemini-2.5-flash,7,6,8,8,3,4,2
62,South Korea,26,1,2,3,4,3,2,"1. homosexuality: 1
2. abortion: 6
3. divorce: 7
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 2
7. capital_punishment: 4",0.3,gemini-2.5-flash,6,4,7,7,1,2,3
63,South Korea,31,2,2,3,1,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,3,2,4,3,1,1,1
64,South Korea,39,1,2,3,5,3,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,6,3,1,1,1
65,South Korea,77,2,3,3,3,3,3,"1. homosexuality: 8
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,9,8,1,3
66,South Korea,47,2,3,3,9,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,4,2,1,1,1
67,South Korea,41,2,2,2,2,3,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 8
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 1",0.3,gemini-2.5-flash,8,1,8,9,7,1,2
68,South Korea,85,2,1,3,3,4,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 2
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 4",0.3,gemini-2.5-flash,2,4,2,2,1,1,1
69,South Korea,79,2,2,3,6,3,3,"1. homosexuality: 2
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 6
7. capital_punishment: 7",0.3,gemini-2.5-flash,7,7,8,8,2,6,3
70,South Korea,80,1,2,3,7,2,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,3,2,1,1,1
71,South Korea,27,1,2,3,6,4,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,3,2,1,1,1
72,South Korea,42,2,3,3,3,3,3,"1. homosexuality: 1
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 4",0.3,gemini-2.5-flash,4,4,6,5,1,1,2
73,South Korea,18,1,2,3,4,3,2,"1. homosexuality: 7
2. abortion: 7
3. divorce: 6
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,7,3,6,7,7,1,1
74,South Korea,19,1,2,5,3,2,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,3,3,4,5,1,1,2
75,South Korea,35,1,3,3,7,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,4,3,1,1,1
76,South Korea,30,2,2,3,5,1,2,"1. homosexuality: 1
2. abortion: 4
3. divorce: 3
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,3,3,1,1,1
77,South Korea,18,1,3,2,8,3,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,5,2,1,1,1
78,South Korea,56,1,2,3,8,3,2,"1. homosexuality: 3
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,3,2,3,1,1
79,South Korea,66,1,3,3,6,1,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,2,8,3,2,1,1,1
80,South Korea,31,1,2,3,5,4,3,"1. homosexuality: 1
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 3
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,6,6,1,3,2
81,South Korea,46,2,2,3,8,1,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,4,2,1,1,1
82,South Korea,27,2,3,3,6,2,2,"1. homosexuality: 3
2. abortion: 5
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 3
7. capital_punishment: 7",0.3,gemini-2.5-flash,5,7,7,7,3,3,2
83,South Korea,80,2,3,3,5,4,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,2,7,3,3,1,1,1
84,South Korea,84,2,1,3,4,4,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 8
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 2
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,8,9,7,2,2
85,South Korea,28,1,3,3,3,3,3,"1. homosexuality: 3
2. abortion: 8
3. divorce: 7
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,7,8,3,1,2
86,South Korea,43,1,2,3,7,2,3,"1. homosexuality: 2
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,6,2,2,1,1
87,South Korea,35,1,3,3,6,2,3,"1. homosexuality: 2
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,8,8,2,1,2
88,South Korea,51,2,2,3,4,4,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,7,7,1,3
89,South Korea,86,1,3,3,5,2,1,"1. homosexuality: 2
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,2,7,4,2,2,1,1
90,South Korea,35,1,3,2,6,4,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,6,5,1,1,1
91,South Korea,85,2,2,3,5,2,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,2,1,1,1
92,South Korea,58,2,2,5,7,3,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,4,2,1,1,1
93,South Korea,56,2,2,2,2,3,2,"1. homosexuality: 4
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,7,2,8,7,4,1,2
94,South Korea,34,1,2,2,8,3,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 5
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,5,2,1,1,1
95,South Korea,22,1,2,3,4,3,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 6",0.3,gemini-2.5-flash,3,6,3,2,1,1,1
96,South Korea,41,1,2,3,3,3,1,"1. homosexuality: 3
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,7,3,8,7,3,1,2
97,South Korea,36,2,2,3,3,3,3,"1. homosexuality: 1
2. abortion: 6
3. divorce: 8
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 2
7. capital_punishment: 3",0.3,gemini-2.5-flash,6,3,8,7,1,2,1
98,South Korea,47,1,3,2,6,2,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,3,7,6,2,1,1,1
99,South Korea,84,1,3,3,5,1,3,"1. homosexuality: 2
2. abortion: 4
3. divorce: 4
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,4,7,4,3,2,1,2
