persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,random_seed,model,rating_homosexuality,rating_abortion,rating_divorce,rating_suicide,rating_euthanasia,rating_prostitution,rating_death_penalty
10,India,54,2,5,3,5,2,3,"1. homosexuality: 8
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 9
7. death_penalty: 7",0.3,42,gemini-2.5-flash,8,9,9,6,8,9,7
11,India,53,2,6,1,4,2,2,"1. homosexuality: 9
2. abortion: 6
3. divorce: 6
4. suicide: 2
5. euthanasia: 5
6. prostitution: 3
7. death_penalty: 4",0.3,42,gemini-2.5-flash,9,6,6,2,5,3,4
12,India,37,2,4,4,4,1,2,"1. homosexuality: 8
2. abortion: 4
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,8,4,6,1,2,1,3
13,India,26,2,3,5,7,3,2,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 2
5. euthanasia: 5
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,6,8,2,5,1,8
14,India,73,2,6,4,5,4,3,"1. homosexuality: 4
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,4,8,9,2,7,1,7
15,India,59,2,2,5,7,2,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 1
6. prostitution: 6
7. death_penalty: 8",0.3,42,gemini-2.5-flash,3,2,4,1,1,6,8
16,India,81,2,7,5,8,2,2,"1. homosexuality: 3
2. abortion: 4
3. divorce: 7
4. suicide: 4
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,3,4,7,4,7,8,9
17,India,51,2,6,3,7,2,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 5
4. suicide: 1
5. euthanasia: 1
6. prostitution: 6
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,2,5,1,1,6,8
18,India,25,2,1,4,3,2,2,"1. homosexuality: 6
2. abortion: 4
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 5
7. death_penalty: 3",0.3,42,gemini-2.5-flash,6,4,4,1,2,5,3
19,India,68,1,2,2,4,4,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,2,4,1,2,1,7
20,India,49,1,1,3,2,1,3,"1. homosexuality: 6
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,6,3,6,1,2,3,2
21,India,56,1,3,5,10,4,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 6
4. suicide: 2
5. euthanasia: 4
6. prostitution: 6
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,3,6,2,4,6,9
22,India,73,2,3,5,1,2,2,"1. homosexuality: 7
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. prostitution: 9
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,8,9,4,8,9,2
23,India,48,1,6,3,8,4,2,"1. homosexuality: 3
2. abortion: 2
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,3,2,6,1,2,4,8
24,India,47,2,2,3,9,3,3,"1. homosexuality: 1
2. abortion: 1
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,1,3,1,1,1,9
25,India,31,2,1,1,10,2,1,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 5
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,10,8,9,5,7,8,9
26,India,75,2,5,2,1,2,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 1
6. prostitution: 2
7. death_penalty: 1",0.3,42,gemini-2.5-flash,1,2,7,1,1,2,1
27,India,76,2,6,5,2,1,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 8
4. suicide: 6
5. euthanasia: 8
6. prostitution: 7
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,8,8,6,8,7,2
28,India,52,2,6,2,7,4,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 7
6. prostitution: 5
7. death_penalty: 7",0.3,42,gemini-2.5-flash,9,8,9,4,7,5,7
29,India,38,1,1,1,9,2,3,"1. homosexuality: 9
2. abortion: 3
3. divorce: 8
4. suicide: 2
5. euthanasia: 3
6. prostitution: 5
7. death_penalty: 8",0.3,42,gemini-2.5-flash,9,3,8,2,3,5,8
30,India,80,2,3,2,9,3,2,"1. homosexuality: 4
2. abortion: 3
3. divorce: 5
4. suicide: 2
5. euthanasia: 3
6. prostitution: 6
7. death_penalty: 8",0.3,42,gemini-2.5-flash,4,3,5,2,3,6,8
31,India,83,1,3,1,7,4,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 10
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,7,9,6,8,10,8
32,India,58,1,7,2,7,1,1,"1. homosexuality: 8
2. abortion: 7
3. divorce: 8
4. suicide: 4
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,7,8,4,7,9,9
33,India,58,2,1,2,7,2,2,"1. homosexuality: 6
2. abortion: 4
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,6,4,6,1,2,4,8
34,India,41,2,4,3,5,2,3,"1. homosexuality: 1
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 4
6. prostitution: 8
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,4,6,2,4,8,7
35,India,31,2,1,1,5,2,3,"1. homosexuality: 6
2. abortion: 4
3. divorce: 9
4. suicide: 2
5. euthanasia: 3
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,6,4,9,2,3,1,7
36,India,34,2,7,3,2,1,1,"1. homosexuality: 4
2. abortion: 3
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 3
7. death_penalty: 3",0.3,42,gemini-2.5-flash,4,3,7,1,2,3,3
37,India,33,2,3,1,4,4,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. prostitution: 1
7. death_penalty: 4",0.3,42,gemini-2.5-flash,3,2,3,1,1,1,4
38,India,76,2,6,4,1,4,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. prostitution: 7
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,8,10,7,9,7,1
39,India,33,1,5,2,5,2,3,"1. homosexuality: 2
2. abortion: 6
3. divorce: 6
4. suicide: 1
5. euthanasia: 3
6. prostitution: 8
7. death_penalty: 7",0.3,42,gemini-2.5-flash,2,6,6,1,3,8,7
40,India,34,1,3,5,1,1,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 2
4. suicide: 1
5. euthanasia: 1
6. prostitution: 7
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,2,2,1,1,7,8
41,India,72,2,3,5,8,1,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 8
4. suicide: 4
5. euthanasia: 6
6. prostitution: 7
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,7,8,4,6,7,9
42,India,58,1,1,4,6,1,3,"1. homosexuality: 1
2. abortion: 3
3. divorce: 8
4. suicide: 1
5. euthanasia: 1
6. prostitution: 4
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,3,8,1,1,4,9
43,India,79,1,5,5,3,3,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,3,2,7,1,2,1,3
44,India,66,1,5,2,7,4,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,2,3,1,1,4,8
45,India,85,2,2,3,2,4,3,"1. homosexuality: 9
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. prostitution: 7
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,9,9,7,9,7,1
46,India,20,2,6,1,6,4,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 10
4. suicide: 3
5. euthanasia: 5
6. prostitution: 4
7. death_penalty: 7",0.3,42,gemini-2.5-flash,9,8,10,3,5,4,7
47,India,27,1,3,2,10,2,1,"1. homosexuality: 7
2. abortion: 3
3. divorce: 9
4. suicide: 2
5. euthanasia: 4
6. prostitution: 9
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,3,9,2,4,9,8
48,India,37,2,1,4,4,1,2,"1. homosexuality: 4
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 3
6. prostitution: 9
7. death_penalty: 3",0.3,42,gemini-2.5-flash,4,7,7,2,3,9,3
49,India,25,1,5,4,2,4,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 5
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,8,9,6,8,5,2
50,India,50,2,1,4,4,2,3,"1. homosexuality: 6
2. abortion: 3
3. divorce: 8
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,6,3,8,1,2,1,3
51,India,46,1,7,3,5,2,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 7
4. suicide: 4
5. euthanasia: 6
6. prostitution: 9
7. death_penalty: 7",0.3,42,gemini-2.5-flash,8,7,7,4,6,9,7
52,India,57,1,5,4,2,1,3,"1. homosexuality: 4
2. abortion: 3
3. divorce: 6
4. suicide: 2
5. euthanasia: 4
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,4,3,6,2,4,3,2
53,India,83,2,3,5,5,2,3,"1. homosexuality: 8
2. abortion: 4
3. divorce: 7
4. suicide: 2
5. euthanasia: 4
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,8,4,7,2,4,1,7
54,India,75,2,5,1,1,2,1,"1. homosexuality: 1
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. prostitution: 9
7. death_penalty: 1",0.3,42,gemini-2.5-flash,1,9,10,7,9,9,1
55,India,55,1,6,5,10,3,2,"1. homosexuality: 4
2. abortion: 3
3. divorce: 3
4. suicide: 2
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,4,3,3,2,2,1,8
56,India,63,1,6,1,1,2,3,"1. homosexuality: 3
2. abortion: 8
3. divorce: 10
4. suicide: 6
5. euthanasia: 8
6. prostitution: 7
7. death_penalty: 2",0.3,42,gemini-2.5-flash,3,8,10,6,8,7,2
57,India,24,2,6,4,5,1,3,"1. homosexuality: 1
2. abortion: 2
3. divorce: 8
4. suicide: 1
5. euthanasia: 1
6. prostitution: 4
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,2,8,1,1,4,7
58,India,39,2,5,1,7,2,1,"1. homosexuality: 1
2. abortion: 2
3. divorce: 8
4. suicide: 1
5. euthanasia: 1
6. prostitution: 4
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,2,8,1,1,4,9
59,India,75,1,3,1,2,3,1,"1. homosexuality: 7
2. abortion: 7
3. divorce: 6
4. suicide: 2
5. euthanasia: 4
6. prostitution: 3
7. death_penalty: 3",0.3,42,gemini-2.5-flash,7,7,6,2,4,3,3
60,India,40,2,6,3,10,1,1,"1. homosexuality: 9
2. abortion: 6
3. divorce: 10
4. suicide: 3
5. euthanasia: 4
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,6,10,3,4,8,9
61,India,29,1,7,3,6,2,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 1
6. prostitution: 2
7. death_penalty: 8",0.3,42,gemini-2.5-flash,3,2,7,1,1,2,8
62,India,28,2,5,5,1,1,3,"1. homosexuality: 1
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 2",0.3,42,gemini-2.5-flash,1,8,9,2,7,9,2
63,India,79,2,1,4,2,3,3,"1. homosexuality: 7
2. abortion: 7
3. divorce: 7
4. suicide: 3
5. euthanasia: 6
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,7,7,7,3,6,8,2
64,India,36,1,7,3,6,3,2,"1. homosexuality: 8
2. abortion: 6
3. divorce: 7
4. suicide: 2
5. euthanasia: 4
6. prostitution: 9
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,6,7,2,4,9,8
65,India,81,2,7,3,10,2,1,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 6
6. prostitution: 6
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,7,9,3,6,6,9
66,India,30,1,2,1,10,2,2,"1. homosexuality: 5
2. abortion: 2
3. divorce: 3
4. suicide: 1
5. euthanasia: 1
6. prostitution: 4
7. death_penalty: 8",0.3,42,gemini-2.5-flash,5,2,3,1,1,4,8
67,India,56,2,5,1,2,2,1,"1. homosexuality: 8
2. abortion: 3
3. divorce: 9
4. suicide: 1
5. euthanasia: 2
6. prostitution: 9
7. death_penalty: 2",0.3,42,gemini-2.5-flash,8,3,9,1,2,9,2
68,India,58,2,4,2,4,2,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,8,9,6,8,8,2
69,India,46,2,6,3,4,2,3,"1. homosexuality: 1
2. abortion: 6
3. divorce: 6
4. suicide: 2
5. euthanasia: 3
6. prostitution: 7
7. death_penalty: 3",0.3,42,gemini-2.5-flash,1,6,6,2,3,7,3
70,India,35,2,2,3,4,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. prostitution: 10
7. death_penalty: 1",0.3,42,gemini-2.5-flash,10,9,10,7,9,10,1
71,India,71,1,7,1,2,4,1,"1. homosexuality: 5
2. abortion: 4
3. divorce: 8
4. suicide: 2
5. euthanasia: 5
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,5,4,8,2,5,3,2
72,India,50,2,7,4,5,2,1,"1. homosexuality: 1
2. abortion: 4
3. divorce: 7
4. suicide: 2
5. euthanasia: 5
6. prostitution: 7
7. death_penalty: 7",0.3,42,gemini-2.5-flash,1,4,7,2,5,7,7
73,India,51,1,2,3,8,2,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,8,9,3,7,9,9
74,India,28,1,1,5,9,2,3,"1. homosexuality: 9
2. abortion: 5
3. divorce: 7
4. suicide: 1
5. euthanasia: 3
6. prostitution: 2
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,5,7,1,3,2,9
75,India,77,1,6,4,8,1,1,"1. homosexuality: 7
2. abortion: 3
3. divorce: 5
4. suicide: 2
5. euthanasia: 2
6. prostitution: 5
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,3,5,2,2,5,9
76,India,35,1,2,1,10,2,2,"1. homosexuality: 1
2. abortion: 1
3. divorce: 2
4. suicide: 1
5. euthanasia: 1
6. prostitution: 6
7. death_penalty: 10",0.3,42,gemini-2.5-flash,1,1,2,1,1,6,10
77,India,26,1,2,5,7,3,1,"1. homosexuality: 8
2. abortion: 6
3. divorce: 7
4. suicide: 2
5. euthanasia: 3
6. prostitution: 3
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,6,7,2,3,3,8
78,India,40,1,6,4,9,4,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 5
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,8,7,8,2,5,1,9
79,India,67,1,1,3,2,4,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 10
4. suicide: 3
5. euthanasia: 6
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,7,10,3,6,3,2
80,India,68,1,6,4,9,3,3,"1. homosexuality: 9
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,2,4,1,2,1,9
81,India,37,2,6,4,2,2,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 6
5. euthanasia: 8
6. prostitution: 1
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,8,9,6,8,1,2
82,India,35,2,4,5,3,1,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,8,9,4,7,8,2
83,India,48,1,1,2,7,4,1,"1. homosexuality: 9
2. abortion: 4
3. divorce: 8
4. suicide: 2
5. euthanasia: 3
6. prostitution: 7
7. death_penalty: 8",0.3,42,gemini-2.5-flash,9,4,8,2,3,7,8
84,India,47,1,1,1,7,4,3,"1. homosexuality: 1
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,1,7,8,3,7,8,9
85,India,24,2,5,3,2,4,1,"1. homosexuality: 6
2. abortion: 5
3. divorce: 8
4. suicide: 2
5. euthanasia: 4
6. prostitution: 2
7. death_penalty: 2",0.3,42,gemini-2.5-flash,6,5,8,2,4,2,2
86,India,37,2,4,1,5,1,3,"1. homosexuality: 7
2. abortion: 6
3. divorce: 10
4. suicide: 2
5. euthanasia: 4
6. prostitution: 1
7. death_penalty: 7",0.3,42,gemini-2.5-flash,7,6,10,2,4,1,7
87,India,49,1,3,3,5,3,3,"1. homosexuality: 3
2. abortion: 4
3. divorce: 8
4. suicide: 5
5. euthanasia: 7
6. prostitution: 2
7. death_penalty: 9",0.3,42,gemini-2.5-flash,3,4,8,5,7,2,9
88,India,66,2,5,2,10,3,2,"1. homosexuality: 4
2. abortion: 3
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,4,3,7,1,2,1,9
89,India,77,1,7,4,7,4,3,"1. homosexuality: 8
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. prostitution: 9
7. death_penalty: 8",0.3,42,gemini-2.5-flash,8,9,9,7,9,9,8
90,India,28,2,1,4,3,3,2,"1. homosexuality: 9
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. prostitution: 9
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,9,10,3,8,9,2
91,India,31,2,2,2,2,4,1,"1. homosexuality: 9
2. abortion: 3
3. divorce: 2
4. suicide: 1
5. euthanasia: 1
6. prostitution: 3
7. death_penalty: 2",0.3,42,gemini-2.5-flash,9,3,2,1,1,3,2
92,India,38,1,2,4,9,1,3,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 4
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,10,8,9,3,4,1,9
93,India,43,2,3,1,9,1,1,"1. homosexuality: 7
2. abortion: 3
3. divorce: 6
4. suicide: 1
5. euthanasia: 2
6. prostitution: 2
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,3,6,1,2,2,9
94,India,67,1,5,2,7,4,3,"1. homosexuality: 6
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 6
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,6,7,8,3,6,8,9
95,India,28,1,5,5,8,1,2,"1. homosexuality: 2
2. abortion: 2
3. divorce: 6
4. suicide: 1
5. euthanasia: 1
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,2,2,6,1,1,1,9
96,India,74,1,5,4,5,3,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 6
5. euthanasia: 8
6. prostitution: 10
7. death_penalty: 7",0.3,42,gemini-2.5-flash,9,7,8,6,8,10,7
97,India,70,1,2,2,8,4,2,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 5
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,6,8,5,7,9,9
98,India,76,1,2,3,3,3,3,"1. homosexuality: 3
2. abortion: 1
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 3",0.3,42,gemini-2.5-flash,3,1,4,1,2,1,3
99,India,72,1,7,3,8,4,2,"1. homosexuality: 9
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,9,2,4,1,2,1,9
