persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,model,rating_abortion,rating_death_penalty,rating_divorce,rating_euthanasia,rating_homosexuality,rating_prostitution,rating_suicide
42,Japan,24,1,2,4,10,4,2,"1. homosexuality: 9
2. abortion: 6
3. divorce: 5
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 6
7. capital_punishment: 9",0.3,gemini-2.5-flash,6,9,5,7,9,6,1
43,Japan,38,2,3,3,9,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 9",0.3,gemini-2.5-flash,9,9,9,8,10,2,3
44,Japan,79,2,3,4,10,4,1,"1. homosexuality: 3
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,2,9,4,2,3,1,1
45,Japan,23,2,2,3,3,4,1,"1. homosexuality: 8
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,7,2,7,7,8,1,2
46,Japan,25,1,2,3,3,4,2,"1. homosexuality: 10
2. abortion: 8
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,8,10,1,2
47,Japan,43,2,3,4,5,3,1,"1. homosexuality: 5
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,8,7,8,2,5,1,3
48,Japan,37,2,3,3,7,2,3,"1. homosexuality: 8
2. abortion: 9
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 4
7. capital_punishment: 8",0.3,gemini-2.5-flash,9,8,7,7,8,4,2
49,Japan,30,2,3,3,5,3,2,"1. homosexuality: 9
2. abortion: 5
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,5,7,8,7,9,1,3
50,Japan,51,2,2,3,4,4,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 7
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 6
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,7,7,9,6,3
51,Japan,26,2,2,5,5,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,9,7,9,8,10,1,3
52,Japan,35,1,3,1,5,1,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,8,7,8,7,9,1,3
53,Japan,89,2,2,2,5,2,2,"1. homosexuality: 7
2. abortion: 4
3. divorce: 7
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,7,6,7,1,2
54,Japan,61,2,2,3,5,2,2,"1. homosexuality: 2
2. abortion: 4
3. divorce: 7
4. suicide: 2
5. euthanasia: 4
6. paid_sexual_services: 3
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,7,4,2,3,2
55,Japan,40,2,3,2,8,3,2,"1. homosexuality: 3
2. abortion: 4
3. divorce: 9
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,4,9,9,3,3,1,2
56,Japan,37,1,3,2,3,4,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 8
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 3
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,7,9,3,2
57,Japan,37,1,2,4,6,3,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,9,7,8,1,2
58,Japan,35,2,2,3,1,4,2,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 2
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,9,10,2,7
59,Japan,21,1,3,2,6,2,3,"1. homosexuality: 3
2. abortion: 4
3. divorce: 5
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 4
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,5,6,3,4,2
60,Japan,46,1,2,4,6,3,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 6
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,6,7,8,1,2
61,Japan,67,1,2,3,9,4,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 6
6. paid_sexual_services: 2
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,9,6,8,2,3
62,Japan,83,2,3,2,9,3,3,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,8,6,9,1,2
63,Japan,52,1,2,3,8,1,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 5
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,5,3,9,1,2
64,Japan,40,1,2,2,3,3,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 7
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,7,8,9,1,3
65,Japan,53,2,2,3,3,2,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,8,10,2,3
66,Japan,89,1,3,3,5,4,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,8,8,9,1,2
67,Japan,84,2,2,3,4,1,3,"1. homosexuality: 3
2. abortion: 6
3. divorce: 4
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 4
7. capital_punishment: 3",0.3,gemini-2.5-flash,6,3,4,5,3,4,2
68,Japan,44,1,2,2,4,3,2,"1. homosexuality: 8
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. paid_sexual_services: 6
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,8,8,6,4
69,Japan,72,1,3,5,4,3,2,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,8,10,2,3
70,Japan,57,2,2,2,5,3,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 7
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,7,7,7,4,9,1,1
71,Japan,56,1,3,4,5,3,2,"1. homosexuality: 3
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 7",0.3,gemini-2.5-flash,8,7,9,7,3,1,2
72,Japan,31,2,3,4,3,1,3,"1. homosexuality: 9
2. abortion: 3
3. divorce: 4
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,3,2,4,7,9,1,2
73,Japan,58,1,3,4,5,2,2,"1. homosexuality: 7
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,8,8,7,1,2
74,Japan,79,2,3,3,5,3,3,"1. homosexuality: 6
2. abortion: 7
3. divorce: 8
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 3
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,8,7,6,3,2
75,Japan,59,1,3,3,7,3,3,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,8,7,9,1,3
76,Japan,69,2,3,3,6,4,2,"1. homosexuality: 3
2. abortion: 7
3. divorce: 6
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,6,6,3,1,2
77,Japan,38,2,2,3,7,3,3,"1. homosexuality: 8
2. abortion: 7
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,9,7,8,1,3
78,Japan,84,2,2,3,8,4,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 9
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 4
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,9,3,1,4,2
79,Japan,47,2,3,3,1,2,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 1",0.3,gemini-2.5-flash,8,1,9,8,9,2,3
80,Japan,30,2,2,2,8,4,3,"1. homosexuality: 7
2. abortion: 8
3. divorce: 6
4. suicide: 3
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,8,9,6,4,7,1,3
81,Japan,59,2,3,4,3,4,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,7,9,1,3
82,Japan,89,2,3,3,8,3,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,2,8,4,3,1,1,1
83,Japan,90,1,3,5,6,4,2,"1. homosexuality: 2
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 6
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,7,7,2,6,2
84,Japan,62,2,2,3,7,4,2,"1. homosexuality: 10
2. abortion: 7
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,7,9,7,2,10,1,1
85,Japan,20,1,3,3,5,3,2,"1. homosexuality: 2
2. abortion: 8
3. divorce: 7
4. suicide: 1
5. euthanasia: 7
6. paid_sexual_services: 2
7. capital_punishment: 8",0.3,gemini-2.5-flash,8,8,7,7,2,2,1
86,Japan,80,2,3,2,6,3,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 4
6. paid_sexual_services: 2
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,7,4,9,2,2
87,Japan,80,2,3,4,7,2,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,9,8,9,7,10,1,2
88,Japan,18,1,3,4,2,4,2,"1. homosexuality: 7
2. abortion: 8
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 2
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,7,7,7,2,2
89,Japan,34,2,3,3,4,4,2,"1. homosexuality: 8
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,7,2,8,7,8,1,3
90,Japan,44,1,3,4,5,3,1,"1. homosexuality: 9
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 3
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,7,3,9,1,2
91,Japan,82,2,3,4,4,4,2,"1. homosexuality: 2
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,4,3,6,5,2,1,2
92,Japan,82,1,3,2,5,4,3,"1. homosexuality: 2
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,8,9,9,9,2,1,4
93,Japan,81,2,3,3,5,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 6",0.3,gemini-2.5-flash,9,6,8,9,10,1,3
94,Japan,25,2,2,2,6,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 4",0.3,gemini-2.5-flash,9,4,10,8,10,2,3
95,Japan,58,2,3,3,5,2,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,8,9,10,1,2
96,Japan,79,1,1,4,5,1,3,"1. homosexuality: 2
2. abortion: 4
3. divorce: 5
4. suicide: 1
5. euthanasia: 6
6. paid_sexual_services: 5
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,5,6,2,5,1
97,Japan,67,2,2,4,7,3,1,"1. homosexuality: 1
2. abortion: 3
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,3,2,1,1,1
98,Japan,37,2,3,3,3,4,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,8,9,10,1,2
99,Japan,89,1,2,1,5,4,2,"1. homosexuality: 1
2. abortion: 3
3. divorce: 4
4. suicide: 3
5. euthanasia: 6
6. paid_sexual_services: 9
7. capital_punishment: 8",0.3,gemini-2.5-flash,3,8,4,6,1,9,3
