persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,model,rating_abortion,rating_death_penalty,rating_divorce,rating_euthanasia,rating_homosexuality,rating_prostitution,rating_suicide
13,Great Britain,65,2,1,2,1,1,3,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 6
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,10,10,10,6
14,Great Britain,52,2,2,2,7,2,1,"1. homosexuality: 9
2. abortion: 6
3. divorce: 8
4. suicide: 2
5. euthanasia: 6
6. paid_sexual_services: 6
7. capital_punishment: 9",0.3,gemini-2.5-flash,6,9,8,6,9,6,2
15,Great Britain,32,2,2,1,5,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,9,10,8,4
16,Great Britain,20,1,2,4,3,1,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,8,4
17,Great Britain,34,2,3,2,4,3,3,"1. homosexuality: 3
2. abortion: 10
3. divorce: 9
4. suicide: 4
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,9,10,3,10,4
18,Great Britain,28,2,2,3,7,4,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 8",0.3,gemini-2.5-flash,9,8,9,9,10,10,6
19,Great Britain,30,2,1,4,5,2,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 3
7. capital_punishment: 4",0.3,gemini-2.5-flash,7,4,9,7,9,3,2
20,Great Britain,90,2,2,2,5,4,2,"1. homosexuality: 10
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 8
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,7,10,8,3
21,Great Britain,87,1,2,3,6,4,1,"1. homosexuality: 9
2. abortion: 7
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 5",0.3,gemini-2.5-flash,7,5,9,9,9,8,4
22,Great Britain,18,2,1,5,6,2,1,"1. homosexuality: 9
2. abortion: 7
3. divorce: 7
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 9
7. capital_punishment: 4",0.3,gemini-2.5-flash,7,4,7,7,9,9,2
23,Great Britain,29,1,2,4,5,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 5
5. euthanasia: 8
6. paid_sexual_services: 7
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,9,8,10,7,5
24,Great Britain,38,2,2,4,9,3,3,"1. homosexuality: 8
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 9
7. capital_punishment: 9",0.3,gemini-2.5-flash,9,9,9,9,8,9,4
25,Great Britain,21,2,1,3,8,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 9
7. capital_punishment: 8",0.3,gemini-2.5-flash,9,8,9,7,10,9,3
26,Great Britain,64,2,3,3,2,4,3,"1. homosexuality: 10
2. abortion: 10
3. divorce: 9
4. suicide: 4
5. euthanasia: 10
6. paid_sexual_services: 1
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,9,10,10,1,4
27,Great Britain,84,1,3,5,7,4,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 2
7. capital_punishment: 8",0.3,gemini-2.5-flash,7,8,8,9,9,2,5
28,Great Britain,29,1,1,3,5,4,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. paid_sexual_services: 6
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,9,8,10,6,4
29,Great Britain,31,2,3,3,5,2,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,9,10,10,5
30,Great Britain,48,2,1,2,4,3,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,8,10,2,3
31,Great Britain,49,2,2,1,5,4,2,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 4
5. euthanasia: 10
6. paid_sexual_services: 9
7. capital_punishment: 3",0.3,gemini-2.5-flash,10,3,10,10,10,9,4
32,Great Britain,37,2,2,3,5,2,2,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 8
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 2",0.3,gemini-2.5-flash,10,2,10,10,10,10,8
33,Great Britain,88,1,2,4,1,3,3,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 3
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,10,10,3,7
34,Great Britain,80,1,3,3,4,3,1,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 9
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,10,10,10,9
35,Great Britain,41,1,2,2,5,4,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,9,10,8,7
36,Great Britain,84,2,3,4,2,3,3,"1. homosexuality: 10
2. abortion: 10
3. divorce: 9
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 7
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,9,10,10,7,7
37,Great Britain,52,2,3,4,5,3,1,"1. homosexuality: 9
2. abortion: 4
3. divorce: 3
4. suicide: 1
5. euthanasia: 2
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,4,3,3,2,9,1,1
38,Great Britain,67,1,2,3,5,1,2,"1. homosexuality: 3
2. abortion: 2
3. divorce: 8
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 1
7. capital_punishment: 6",0.3,gemini-2.5-flash,2,6,8,4,3,1,1
39,Great Britain,61,1,3,3,5,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 8
5. euthanasia: 10
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,10,10,8,8
40,Great Britain,70,1,3,3,7,4,1,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 7
6. paid_sexual_services: 8
7. capital_punishment: 8",0.3,gemini-2.5-flash,8,8,9,7,10,8,4
41,Great Britain,49,2,1,5,6,1,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 9
6. paid_sexual_services: 9
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,9,9,10,9,6
42,Great Britain,62,1,3,3,10,4,3,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. paid_sexual_services: 8
7. capital_punishment: 10",0.3,gemini-2.5-flash,8,10,9,8,10,8,4
43,Great Britain,67,1,2,2,8,4,1,"1. homosexuality: 7
2. abortion: 4
3. divorce: 8
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 9
7. capital_punishment: 9",0.3,gemini-2.5-flash,4,9,8,8,7,9,3
44,Great Britain,39,1,1,3,5,4,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,10,9,10,1,3
45,Great Britain,77,1,2,5,3,2,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,8,9,1,4
46,Great Britain,87,2,2,3,5,3,2,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 5
7. capital_punishment: 4",0.3,gemini-2.5-flash,8,4,9,8,10,5,3
47,Great Britain,45,1,3,4,4,4,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 7
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,9,10,7,5
48,Great Britain,36,1,1,4,1,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 2
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,1,2
49,Great Britain,19,1,1,3,8,4,1,"1. homosexuality: 10
2. abortion: 8
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 9",0.3,gemini-2.5-flash,8,9,10,9,10,8,7
50,Great Britain,32,1,1,2,10,1,1,"1. homosexuality: 9
2. abortion: 3
3. divorce: 2
4. suicide: 1
5. euthanasia: 4
6. paid_sexual_services: 7
7. capital_punishment: 9",0.3,gemini-2.5-flash,3,9,2,4,9,7,1
51,Great Britain,63,1,2,3,8,3,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 10
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 7
7. capital_punishment: 9",0.3,gemini-2.5-flash,8,9,10,9,9,7,3
52,Great Britain,64,2,1,2,5,3,3,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,9,9,10,1,3
53,Great Britain,65,2,3,2,5,2,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 7
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,9,10,7,3
54,Great Britain,37,1,3,2,8,1,2,"1. homosexuality: 3
2. abortion: 4
3. divorce: 6
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 7
7. capital_punishment: 9",0.3,gemini-2.5-flash,4,9,6,7,3,7,2
55,Great Britain,72,1,2,3,3,1,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,8,9,10,8,4
56,Great Britain,89,1,3,4,2,3,2,"1. homosexuality: 9
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,10,9,10,7
57,Great Britain,77,1,3,4,6,3,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 1
5. euthanasia: 6
6. paid_sexual_services: 10
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,10,6,10,10,1
58,Great Britain,86,2,3,4,2,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 7
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,9,10,7,5
59,Great Britain,59,1,2,2,4,2,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 6
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 2
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,6,8,9,2,3
60,Great Britain,47,1,3,2,7,4,1,"1. homosexuality: 2
2. abortion: 4
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 9
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,9,7,2,9,2
61,Great Britain,46,2,3,2,3,4,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,10,5
62,Great Britain,26,1,3,3,5,1,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,9,9,10,8,6
63,Great Britain,33,2,1,2,4,3,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,8,7
64,Great Britain,30,2,1,3,3,2,2,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,10,10,10,7
65,Great Britain,83,2,3,3,6,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 4
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,10,10,10,4
66,Great Britain,76,1,2,4,5,2,2,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,9,9,10,10,4
67,Great Britain,85,1,3,4,5,1,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 3
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,9,10,3,4
68,Great Britain,88,2,2,4,3,4,3,"1. homosexuality: 4
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 9
6. paid_sexual_services: 5
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,4,5,6
69,Great Britain,62,2,3,3,5,4,3,"1. homosexuality: 9
2. abortion: 8
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. paid_sexual_services: 4
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,8,7,9,4,3
70,Great Britain,63,2,3,4,3,4,2,"1. homosexuality: 10
2. abortion: 10
3. divorce: 9
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,9,9,10,10,7
71,Great Britain,81,2,2,5,5,3,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 6
5. euthanasia: 9
6. paid_sexual_services: 10
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,9,10,10,6
72,Great Britain,81,2,1,2,6,4,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 4
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,8,9,4,2
73,Great Britain,18,1,1,3,4,3,2,"1. homosexuality: 9
2. abortion: 10
3. divorce: 10
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 6
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,9,9,6,4
74,Great Britain,24,2,2,2,6,4,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 5
7. capital_punishment: 3",0.3,gemini-2.5-flash,8,3,9,8,9,5,3
75,Great Britain,58,1,2,4,3,1,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 7
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,7,5
76,Great Britain,28,1,3,4,8,4,1,"1. homosexuality: 9
2. abortion: 6
3. divorce: 7
4. suicide: 2
5. euthanasia: 5
6. paid_sexual_services: 6
7. capital_punishment: 9",0.3,gemini-2.5-flash,6,9,7,5,9,6,2
77,Great Britain,41,1,3,2,4,1,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 5
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,9,9,10,5,3
78,Great Britain,24,1,3,3,6,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,9,10,8,3
79,Great Britain,48,2,1,2,3,3,3,"1. homosexuality: 10
2. abortion: 10
3. divorce: 10
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 8
7. capital_punishment: 1",0.3,gemini-2.5-flash,10,1,10,10,10,8,7
80,Great Britain,67,2,3,3,5,2,2,"1. homosexuality: 8
2. abortion: 9
3. divorce: 10
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 3
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,8,8,3,3
81,Great Britain,89,2,2,3,9,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 9
7. capital_punishment: 9",0.3,gemini-2.5-flash,9,9,9,10,10,9,7
82,Great Britain,82,1,3,2,8,3,3,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 9",0.3,gemini-2.5-flash,8,9,9,8,10,1,2
83,Great Britain,38,2,2,4,4,4,1,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 6
7. capital_punishment: 1",0.3,gemini-2.5-flash,9,1,10,9,10,6,4
84,Great Britain,40,1,3,3,7,3,3,"1. homosexuality: 10
2. abortion: 8
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 3
7. capital_punishment: 8",0.3,gemini-2.5-flash,8,8,9,9,10,3,4
85,Great Britain,82,2,2,4,5,1,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 9
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,8,9,10,9,3
86,Great Britain,74,2,3,4,5,1,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 4
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,8,9,4,3
87,Great Britain,38,1,3,4,5,4,2,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 2
7. capital_punishment: 4",0.3,gemini-2.5-flash,8,4,9,7,9,2,2
88,Great Britain,27,1,3,5,7,4,1,"1. homosexuality: 9
2. abortion: 4
3. divorce: 7
4. suicide: 1
5. euthanasia: 6
6. paid_sexual_services: 3
7. capital_punishment: 8",0.3,gemini-2.5-flash,4,8,7,6,9,3,1
89,Great Britain,44,2,2,4,5,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 5
5. euthanasia: 9
6. paid_sexual_services: 6
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,9,10,6,5
90,Great Britain,38,2,2,4,5,4,3,"1. homosexuality: 9
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,8,9,1,3
91,Great Britain,23,2,2,3,4,4,1,"1. homosexuality: 9
2. abortion: 8
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. paid_sexual_services: 1
7. capital_punishment: 2",0.3,gemini-2.5-flash,8,2,9,8,9,1,3
92,Great Britain,23,1,2,5,5,4,1,"1. homosexuality: 9
2. abortion: 10
3. divorce: 10
4. suicide: 2
5. euthanasia: 7
6. paid_sexual_services: 10
7. capital_punishment: 4",0.3,gemini-2.5-flash,10,4,10,7,9,10,2
93,Great Britain,29,1,3,5,5,3,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 9
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,10,10,9,7
94,Great Britain,36,2,3,2,1,3,1,"1. homosexuality: 10
2. abortion: 7
3. divorce: 7
4. suicide: 1
5. euthanasia: 3
6. paid_sexual_services: 2
7. capital_punishment: 1",0.3,gemini-2.5-flash,7,1,7,3,10,2,1
95,Great Britain,75,2,1,2,6,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 8
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 8
7. capital_punishment: 3",0.3,gemini-2.5-flash,9,3,8,9,10,8,4
96,Great Britain,33,1,2,2,6,3,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 9
6. paid_sexual_services: 5
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,9,10,5,4
97,Great Britain,31,2,1,2,7,4,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 3
5. euthanasia: 9
6. paid_sexual_services: 1
7. capital_punishment: 8",0.3,gemini-2.5-flash,9,8,9,9,10,1,3
98,Great Britain,84,2,2,3,5,3,3,"1. homosexuality: 10
2. abortion: 9
3. divorce: 9
4. suicide: 7
5. euthanasia: 10
6. paid_sexual_services: 10
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,9,10,10,10,7
99,Great Britain,35,1,2,3,5,1,2,"1. homosexuality: 10
2. abortion: 9
3. divorce: 10
4. suicide: 7
5. euthanasia: 9
6. paid_sexual_services: 9
7. capital_punishment: 2",0.3,gemini-2.5-flash,9,2,10,9,10,9,7
