persona_id,country,age,gender,education_level,social_class,political_left_right,importance_religion,religiosity,response,temperature,random_seed,model,rating_homosexuality,rating_abortion,rating_divorce,rating_suicide,rating_euthanasia,rating_prostitution,rating_death_penalty
86,Germany,37,2,4,1,5,1,3,"1. homosexuality: 8
2. abortion: 7
3. divorce: 10
4. suicide: 3
5. euthanasia: 7
6. prostitution: 1
7. death_penalty: 2",0.3,42,gemini-2.5-flash,8,7,10,3,7,1,2
87,Germany,49,1,3,3,5,3,3,"1. homosexuality: 3
2. abortion: 4
3. divorce: 8
4. suicide: 4
5. euthanasia: 7
6. prostitution: 2
7. death_penalty: 5",0.3,42,gemini-2.5-flash,3,4,8,4,7,2,5
88,Germany,66,2,5,2,10,3,2,"1. homosexuality: 4
2. abortion: 2
3. divorce: 7
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 9",0.3,42,gemini-2.5-flash,4,2,7,1,2,1,9
89,Germany,77,1,7,4,7,4,3,"1. homosexuality: 4
2. abortion: 3
3. divorce: 8
4. suicide: 6
5. euthanasia: 9
6. prostitution: 9
7. death_penalty: 6",0.3,42,gemini-2.5-flash,4,3,8,6,9,9,6
90,Germany,28,2,1,4,3,3,2,"1. homosexuality: 7
2. abortion: 9
3. divorce: 9
4. suicide: 4
5. euthanasia: 8
6. prostitution: 8
7. death_penalty: 1",0.3,42,gemini-2.5-flash,7,9,9,4,8,8,1
91,Germany,31,2,2,2,2,4,1,"1. homosexuality: 9
2. abortion: 3
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 4
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,3,4,1,2,4,1
92,Germany,38,1,2,4,9,1,3,"1. homosexuality: 10
2. abortion: 6
3. divorce: 9
4. suicide: 3
5. euthanasia: 8
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,10,6,9,3,8,1,8
93,Germany,43,2,3,1,9,1,1,"1. homosexuality: 8
2. abortion: 4
3. divorce: 8
4. suicide: 3
5. euthanasia: 5
6. prostitution: 2
7. death_penalty: 7",0.3,42,gemini-2.5-flash,8,4,8,3,5,2,7
94,Germany,67,1,5,2,7,4,3,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 6
5. euthanasia: 8
6. prostitution: 9
7. death_penalty: 1",0.3,42,gemini-2.5-flash,7,6,8,6,8,9,1
95,Germany,28,1,5,5,8,1,2,"1. homosexuality: 1
2. abortion: 2
3. divorce: 4
4. suicide: 1
5. euthanasia: 2
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,1,2,4,1,2,1,8
96,Germany,74,1,5,4,5,3,2,"1. homosexuality: 9
2. abortion: 7
3. divorce: 8
4. suicide: 3
5. euthanasia: 7
6. prostitution: 9
7. death_penalty: 1",0.3,42,gemini-2.5-flash,9,7,8,3,7,9,1
97,Germany,70,1,2,2,8,4,2,"1. homosexuality: 7
2. abortion: 6
3. divorce: 8
4. suicide: 7
5. euthanasia: 8
6. prostitution: 8
7. death_penalty: 9",0.3,42,gemini-2.5-flash,7,6,8,7,8,8,9
98,Germany,76,1,2,3,3,3,3,"1. homosexuality: 2
2. abortion: 1
3. divorce: 7
4. suicide: 2
5. euthanasia: 6
6. prostitution: 1
7. death_penalty: 1",0.3,42,gemini-2.5-flash,2,1,7,2,6,1,1
99,Germany,72,1,7,3,8,4,2,"1. homosexuality: 7
2. abortion: 2
3. divorce: 3
4. suicide: 2
5. euthanasia: 6
6. prostitution: 1
7. death_penalty: 8",0.3,42,gemini-2.5-flash,7,2,3,2,6,1,8
